item	assessment	section	architecture	source_path	install_path	sha256	source_or_reason	current_payload	current_install_path	current_provider
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/hw/audio.primary.mt6755.so	vendor/lib/hw/audio.primary.mt6755.so	df892b1051854ef10e16d11ddeee27b28e3dabaf24573d7aa940301d4b0dd233	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/hw/audio.primary.mt6755.so	retained vendor payload
OWNED-LIB	delegated	audio	32	vendor/lib/hw/audio.bluetooth.default.so	vendor/lib/hw/audio.bluetooth.default.so	3ae20675ed7cdbd54fa28875d3ac2c8bad46bf160a5ec5fb859727c9767a0d6c	AOSP graphics/audio/tinycompress ABI work owned by storage agent	removed_paired_source_provider	vendor/lib/hw/audio.bluetooth.default.so	system/bt/audio_bluetooth_hw
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/vendor.mediatek.hardware.audio@5.1.so	vendor/lib/vendor.mediatek.hardware.audio@5.1.so	3f804d6e9675ecada942078f79f9dc153a66a8bcfac4d64ec881aec98217f57b	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/vendor.mediatek.hardware.audio@5.1.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudio_param_parser-vnd.so	vendor/lib/libaudio_param_parser-vnd.so	9fb22ed95102b87e32741a7143afb02640292695d9f45bda2a94f6641ab5ba71	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudio_param_parser-vnd.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudiocompensationfilter_vendor.so	vendor/lib/libaudiocompensationfilter_vendor.so	c0537f636fe0cf735906a005f7e59294d546a7d2c7efea168cc8697a712c69cb	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudiocompensationfilter_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudiocomponentengine_vendor.so	vendor/lib/libaudiocomponentengine_vendor.so	2453fe52ce11cadb82e007d59bba8ddeb8bda1fd892887e08aaded21bbe40bdb	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudiocomponentengine_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudiocustparam_vendor.so	vendor/lib/libaudiocustparam_vendor.so	a8d46745ef913fad903d50c40be8610b05156ec730946abfa5cb42c0baec0ce2	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudiocustparam_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudiodcrflt_vendor.so	vendor/lib/libaudiodcrflt_vendor.so	769596499c95166747218e1dd73289353daee224950f3a5aa4210704b21978a9	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudiodcrflt_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudioprimarydevicehalifclient.so	vendor/lib/libaudioprimarydevicehalifclient.so	7f3123b8332ebe0df5bb819b66797136b0726fe734a93e240f95bd8da1c25d59	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudioprimarydevicehalifclient.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libaudiotoolkit_vendor.so	vendor/lib/libaudiotoolkit_vendor.so	bff7fef51d053efa2051643c331b94466cfd9e2e40b8ea99926918ecf67a147f	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libaudiotoolkit_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libbessound_hd_mtk_vendor.so	vendor/lib/libbessound_hd_mtk_vendor.so	8a8e6739d2032e25eb4814f229ae19ac72b4297d465d31539cbd86f21804371b	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libbessound_hd_mtk_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libblisrc32_vendor.so	vendor/lib/libblisrc32_vendor.so	c95b853a6140883e898116ef9ca090dc22e7b51ce0c18d83a2a0369416d90809	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libblisrc32_vendor.so	retained vendor payload
OWNED-LIB	delegated	audio	32	vendor/lib/libbluetooth_audio_session_mediatek.so	vendor/lib/libbluetooth_audio_session_mediatek.so	7dd67cd5585c6742906302ee6ba7ac8fe076202056fa7af22d7f7ee4b5e6c166	AOSP graphics/audio/tinycompress ABI work owned by storage agent	removed_paired_source_provider	vendor/lib/libbluetooth_audio_session.so	hardware/interfaces/bluetooth/audio/2.0/default
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libbluetooth_mtk_pure.so	vendor/lib/libbluetooth_mtk_pure.so	2df8de536475be0cdcc1b0257fff91f56e03a8ad59ab0b6b02f2927d9fc85e0d	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libbluetooth_mtk_pure.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libcvsd_mtk.so	vendor/lib/libcvsd_mtk.so	9e7083cfe96feb967a81c19a2e7f93d53b128821dee24110fe49796d0873b6f2	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcvsd_mtk.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libmsbc_mtk.so	vendor/lib/libmsbc_mtk.so	8bf1ff26c862cf5c35532dd2ed5c744bc79c07586fee64d424dd3fbb31d619d3	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmsbc_mtk.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libmtklimiter_vendor.so	vendor/lib/libmtklimiter_vendor.so	8b38384f13e1b01adfeefbeb593922e331ec27a16bee50ef8c83816788591597	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtklimiter_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libmtkshifter_vendor.so	vendor/lib/libmtkshifter_vendor.so	c30a7257a44908de2dcf90892156bc8e967c570af74461df45d5c61e6c847632	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkshifter_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/libspeech_enh_lib.so	vendor/lib/libspeech_enh_lib.so	12a12fa638904f89fdc7f886416131ca4bcce41dbf5af600b002b5cfaf12e3d8	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libspeech_enh_lib.so	retained vendor payload
OWNED-LIB	delegated	audio	32	vendor/lib/libtinycompress.so	vendor/lib/libtinycompress.so	261550f107c4e9063be67b4e93215d25e4893a88ccbd2c1f34819739bd1ad60e	AOSP graphics/audio/tinycompress ABI work owned by storage agent	removed_paired_source_provider	vendor/lib/libtinycompress.so	external/tinycompress
SR08	source_abi_check	audio	32	vendor/lib/vendor.mediatek.hardware.mtkpower@1.0.so	vendor/lib/vendor.mediatek.hardware.mtkpower@1.0.so	19730453a0150f92a7b60c4dfd26dfa63d365029e17a5993233f16705b0f6525	LineageOS android_hardware_mediatek 3c04cf3 interfaces/hardware/mtkpower/1.0	retained_unchanged	vendor/lib/vendor.mediatek.hardware.mtkpower@1.0.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	audio	32	vendor/lib/vendor.mediatek.hardware.power@2.0.so	vendor/lib/vendor.mediatek.hardware.power@2.0.so	e4c76cf97cc001a6f7b1a14205d6da1d319c85225b33ea89d9697ef01cb47f5b	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/vendor.mediatek.hardware.power@2.0.so	retained vendor payload
OWNED-LIB	delegated	audio	64	vendor/lib64/hw/audio.bluetooth.default.so	vendor/lib64/hw/audio.bluetooth.default.so	c8f5e6bdc5e18a1b7c4c39394ff98ee16143e2ecc67b9b2458b29d3af59d8101	AOSP graphics/audio/tinycompress ABI work owned by storage agent	removed_paired_source_provider	vendor/lib64/hw/audio.bluetooth.default.so	system/bt/audio_bluetooth_hw
OWNED-LIB	delegated	audio	64	vendor/lib64/libtinycompress.so	vendor/lib64/libtinycompress.so	a7daf8d57b556e4c8e7d6942f8eac33f7cd26df724bd9893ba28772268119816	AOSP graphics/audio/tinycompress ABI work owned by storage agent	removed_paired_source_provider	vendor/lib64/libtinycompress.so	external/tinycompress
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_device.xml	vendor/etc/audio_device.xml	867ecce410ccd3fe828408dff902313e8911636038732b1ad103b1591cf6f58f	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_device.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_em.xml	vendor/etc/audio_em.xml	94ded9c8c3f250cbdd35b736b45968e2434a61f6597a3ebc1c950257f4c13bb7	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_em.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/AudioParamOptions.xml	vendor/etc/audio_param/AudioParamOptions.xml	78987a23027d0c8722d2630f827195e30521bd366ced45e5615698bb2f894666	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/AudioParamOptions.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/BtInfo_AudioParam.xml	vendor/etc/audio_param/BtInfo_AudioParam.xml	58c1057346a3b7c285b72de3ac203d53e15a1aeb56fe54d0c5be7e32c7652a72	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/BtInfo_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/BtInfo_ParamUnitDesc.xml	vendor/etc/audio_param/BtInfo_ParamUnitDesc.xml	67bb1f55d2c18937d6bcc48114218c102156d58e3a2d05fb6e60357f7ecd5540	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/BtInfo_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/HpImpedance_AudioParam.xml	vendor/etc/audio_param/HpImpedance_AudioParam.xml	b5a887d2569f706b31429c60c750184ae228d05ba527ddd6871e2e8c3641e03c	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/HpImpedance_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/HpImpedance_ParamUnitDesc.xml	vendor/etc/audio_param/HpImpedance_ParamUnitDesc.xml	58c6279ece06cea76f8b50c397af769057c8166a378c1f348d6bb18404865d0b	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/HpImpedance_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/MicInfo_AudioParam.xml	vendor/etc/audio_param/MicInfo_AudioParam.xml	1f0db96370fa5a9ec7ad281e32c8133dac216c9babfd0b60f19a2d76d7ee2235	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/MicInfo_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/MicInfo_ParamUnitDesc.xml	vendor/etc/audio_param/MicInfo_ParamUnitDesc.xml	fc98bebb68bffa2381c02ec9841c83e32c22ff22a2536f97ef08159a62fe2759	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/MicInfo_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackACF_AudioParam.xml	vendor/etc/audio_param/PlaybackACF_AudioParam.xml	45786e0908d327a76dba664d86e945a1b00ccca44acab94568c5dcd2a47d5c41	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackACF_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackACF_ParamUnitDesc.xml	vendor/etc/audio_param/PlaybackACF_ParamUnitDesc.xml	9e8903f307962ce85acf1562597f6be322aa689d8ec14192b82b8c56981d272e	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackACF_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackDRC_AudioParam.xml	vendor/etc/audio_param/PlaybackDRC_AudioParam.xml	220ed621aca0d1549ca6739e9baf37c58f2fe771aaa0f6c737a039043d5d877e	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackDRC_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackDRC_ParamUnitDesc.xml	vendor/etc/audio_param/PlaybackDRC_ParamUnitDesc.xml	91ef40e4d9bac6132f499ffd69f325ab1523c94e2c78d0c318c94998a1cc96c6	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackDRC_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackHCF_AudioParam.xml	vendor/etc/audio_param/PlaybackHCF_AudioParam.xml	1dfa1fafb21755f8828712c4bd4f89bf3b54c233350feadb6ebfc8a7874e2a49	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackHCF_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackHCF_ParamUnitDesc.xml	vendor/etc/audio_param/PlaybackHCF_ParamUnitDesc.xml	bb1f8adb4cc12f05f4dc1612a078721527dfc4f9694149fff1e08968f454b7c6	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackHCF_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackVolAna_AudioParam.xml	vendor/etc/audio_param/PlaybackVolAna_AudioParam.xml	2c7ee8ef0e14ebb22a58690bbe98e543f5b752c6a20a02b6ec1efbc3fa66a8af	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackVolAna_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackVolAna_ParamUnitDesc.xml	vendor/etc/audio_param/PlaybackVolAna_ParamUnitDesc.xml	d3d9e5cf32908b6e21267cb5cb8cd97885021fc6f07027f9b16b30bfc1669960	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackVolAna_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackVolDigi_AudioParam.xml	vendor/etc/audio_param/PlaybackVolDigi_AudioParam.xml	002a9d0126a6816373403fc603275c583ef0ed947b77a2ba4f6d0b03e60d09db	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackVolDigi_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackVolDigi_ParamUnitDesc.xml	vendor/etc/audio_param/PlaybackVolDigi_ParamUnitDesc.xml	5c8562814640146e3aef9bc8e5e1c3ef8aa3cfd5cd15a7b26cf838e27a64a3fc	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackVolDigi_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackVolUI_AudioParam.xml	vendor/etc/audio_param/PlaybackVolUI_AudioParam.xml	529364622fd3400f5b342b940ec4bbaf6cc531cce43ae7c6c12775c1dc1b9833	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackVolUI_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/PlaybackVolUI_ParamUnitDesc.xml	vendor/etc/audio_param/PlaybackVolUI_ParamUnitDesc.xml	80b252f75549666ab9c03cde05021d19db800fb52ebba3817e10bce8c24f396c	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/PlaybackVolUI_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Playback_AudioParam.xml	vendor/etc/audio_param/Playback_AudioParam.xml	ed7fcdfac892189c96d1448420b7dc3795e771fb18ca227ad3b46472255e0238	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Playback_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Playback_ParamTreeView.xml	vendor/etc/audio_param/Playback_ParamTreeView.xml	e8e2fbef813240dcdde213e2ad347ca86d6399894314a85a7213786757d369d1	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Playback_ParamTreeView.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Playback_ParamUnitDesc.xml	vendor/etc/audio_param/Playback_ParamUnitDesc.xml	01543f193a19154b22380aea20e1daa76cdc0efae0eaeeca72f354a723140302	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Playback_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordDMNR_AudioParam.xml	vendor/etc/audio_param/RecordDMNR_AudioParam.xml	f6efeab2f0ccce0bd935e32312a7b6cacd907be31ddf5e1bddebc8c31ca21bf4	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordDMNR_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordDMNR_ParamUnitDesc.xml	vendor/etc/audio_param/RecordDMNR_ParamUnitDesc.xml	d20f2e51597634018243b5821da15596cf2812168bc3ac8220cc4836e79f00ca	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordDMNR_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordFIR_AudioParam.xml	vendor/etc/audio_param/RecordFIR_AudioParam.xml	0b01707cc432ece0428721b929a8907ce299f79eabfb5aa2076136cbe52f9ed5	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordFIR_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordFIR_ParamUnitDesc.xml	vendor/etc/audio_param/RecordFIR_ParamUnitDesc.xml	c610cae360f5b74058d1df1521f77e95611997c2e0fbfd0c414f6cb3c681db4c	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordFIR_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordUI_AudioParam.xml	vendor/etc/audio_param/RecordUI_AudioParam.xml	e4d5e01dbb08c8c0432547bdb7285cc4fc50ef8e90af95f2092b755388f7831f	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordUI_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordUI_ParamUnitDesc.xml	vendor/etc/audio_param/RecordUI_ParamUnitDesc.xml	29375049bfee4eb09442d89bb97264bd9fefd3c0381fac2bcb2f6ed85a983ce8	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordUI_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordVolUI_AudioParam.xml	vendor/etc/audio_param/RecordVolUI_AudioParam.xml	10ce7e91d382fb10a12322c1b23a36720c4a09fa92b933003efbcbace23e2c79	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordVolUI_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordVolUI_ParamUnitDesc.xml	vendor/etc/audio_param/RecordVolUI_ParamUnitDesc.xml	fdce220b4c21635d1691281eca706146fbc60ee9cef680007cf80034414f40bf	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordVolUI_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordVol_AudioParam.xml	vendor/etc/audio_param/RecordVol_AudioParam.xml	653fff031314e427d4efd96126f402f06a12ddf42050e2a51864406c5c7d416b	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordVol_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RecordVol_ParamUnitDesc.xml	vendor/etc/audio_param/RecordVol_ParamUnitDesc.xml	1d08068aa07c41296c21d3b30de5f5f287f0033e54c81bc62dd3a575c6d53c73	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RecordVol_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Record_AudioParam.xml	vendor/etc/audio_param/Record_AudioParam.xml	e6cfb821f91fc8f3c7b79a72751058f08d54da95baafc958a30bbf7f2dbebb90	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Record_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Record_ParamTreeView.xml	vendor/etc/audio_param/Record_ParamTreeView.xml	b13ccf5e4399a8368da33c8927ba98acac26681bb0b32d673137107709665e46	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Record_ParamTreeView.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Record_ParamUnitDesc.xml	vendor/etc/audio_param/Record_ParamUnitDesc.xml	7512c25cc77ec6c3fb310c9acfa4a0155e9f42d03cf825f32782b87dd90cf6f5	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Record_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RingbackVolUI_AudioParam.xml	vendor/etc/audio_param/RingbackVolUI_AudioParam.xml	fef0cc1a87a5c79b1cadc83ad854169a554cef46f7e26885d6520f343a3fb7e2	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RingbackVolUI_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RingbackVolUI_ParamUnitDesc.xml	vendor/etc/audio_param/RingbackVolUI_ParamUnitDesc.xml	c147af5105ec65f5e6b560bb5a2b4851d16b7c8edc8b27281eccf88b9acdbc0e	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RingbackVolUI_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RingbackVol_AudioParam.xml	vendor/etc/audio_param/RingbackVol_AudioParam.xml	60ad0dac138d13a453f8c3f6e1416d042132042ff45e535a760bd914e3857ab4	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RingbackVol_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/RingbackVol_ParamUnitDesc.xml	vendor/etc/audio_param/RingbackVol_ParamUnitDesc.xml	0f51d41cd44c211504be0234afe03ebe2b13f08aee74653b6f9d139c27ae9bd1	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/RingbackVol_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/SoundEnhancement_AudioParam.xml	vendor/etc/audio_param/SoundEnhancement_AudioParam.xml	0097393627098c96193a30f7aca5c710408ecbe3e91f2259311953f672e16434	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/SoundEnhancement_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/SoundEnhancement_ParamUnitDesc.xml	vendor/etc/audio_param/SoundEnhancement_ParamUnitDesc.xml	6088903ccd210de810d85bbc17e5549553f90f1342bca6707cf8ca06e7f2cd02	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/SoundEnhancement_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/SpeechDMNR_AudioParam.xml	vendor/etc/audio_param/SpeechDMNR_AudioParam.xml	56fe27b61f49aa54b4154fbf5f73fcc9466307d5f36c72787d5ec35bb3927748	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/SpeechDMNR_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/SpeechDMNR_ParamUnitDesc.xml	vendor/etc/audio_param/SpeechDMNR_ParamUnitDesc.xml	7498466cd87d09bb207cbb55ea310feb949a5a2b43786bf2c469db1df3a97e9a	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/SpeechDMNR_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/SpeechEchoRef_AudioParam.xml	vendor/etc/audio_param/SpeechEchoRef_AudioParam.xml	efa96b5df4605f3a67e2abcbdf335cbeb708e576fc510c5616b254db0d60b25b	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/SpeechEchoRef_AudioParam.xml	retained vendor payload
